beg.v.03	convey.v.03
perseverate.v.01	act.v.01
dogfight.v.02	contend.v.06
hark.v.01	listen.v.01
forewarn.v.01	interact.v.01
skirt.v.03	hold.v.11
present.v.12	inform.v.01
block.v.06	anesthetize.v.01
prologize.v.01	state.v.01
experience.v.01	undergo.v.01
popularize.v.01	act.v.01
pivot.v.01	move.v.03
juxtapose.v.01	put.v.01
antisepticize.v.01	clean.v.01
sign.v.07	interact.v.01
place.v.15	compete.v.01
stroke.v.03	boat.v.01
checkmate.v.01	beat.v.01
adulate.v.01	flatter.v.01
disparage.v.01	knock.v.06
nobble.v.04	change.v.01
chant.v.01	sing.v.02
button.v.01	change.v.02
wash.v.13	change.v.01
qualify.v.04	change.v.01
brutalize.v.01	treat.v.01
move.v.16	express.v.02
boat-race.v.01	compete.v.01
tie.v.03	control.v.02
come_out_of_the_closet.v.01	tell.v.02
charge.v.18	request.v.02
victual.v.03	eat.v.02
percuss.v.01	tap.v.03
dismay.v.02	arouse.v.01
post.v.06	have.v.01
attorn.v.01	evaluate.v.02
fancy.v.02	desire.v.01
bottlefeed.v.01	transfer.v.05
strap.v.04	connect.v.01
trek.v.02	travel.v.03
backpedal.v.01	bicycle.v.01
unteach.v.02	communicate.v.02
slop.v.04	provide.v.02
place.v.02	delegate.v.02
show.v.08	appear.v.02
wish.v.06	come.v.01
garner.v.02	keep.v.03
wear.v.03	have.v.02
idealize.v.02	think_up.v.01
deviate.v.01	move.v.03
chaperone.v.01	escort.v.01
fall_back.v.04	change_state.v.01
flambe.v.01	cook.v.02
decontaminate.v.01	fancify.v.01
join.v.04	connect.v.01
reseat.v.03	move.v.02
collateralize.v.01	entrust.v.01
singsong.v.02	move.v.02
plaster.v.05	cover.v.01
sedate.v.01	affect.v.02
padlock.v.01	connect.v.01
flagellate.v.01	beat.v.02
fence.v.02	receive.v.01
raft.v.03	make.v.15
order.v.05	arrange.v.01
syringe.v.01	spray.v.02
rush.v.03	rede.v.02
show_the_door.v.01	move.v.02
fuse.v.04	change_integrity.v.01
canvass.v.02	convey.v.03
gang.v.01	group.v.02
claw.v.04	attack.v.02
needle.v.02	penetrate.v.01
trisect.v.01	cut.v.01
give.v.44	give.v.03
take.v.09	use.v.01
mass.v.01	interact.v.01
seclude.v.01	distinguish.v.01
map.v.06	permute.v.01
check.v.15	stop.v.01
orate.v.01	talk.v.01
sugarcoat.v.01	change_taste.v.01
spike.v.04	change_magnitude.v.01
swing.v.03	travel.v.01
ride.v.01	travel.v.01
clamp_down.v.01	control.v.02
mince.v.03	cut.v.01
crawl.v.03	teem.v.01
outbid.v.02	offer.v.07
stage_direct.v.01	direct.v.03
fret.v.03	give.v.03
boom.v.05	change.v.02
motley.v.02	change.v.01
scavenge.v.01	change.v.01
check_out.v.02	interact.v.01
capitalize.v.03	write.v.07
apply.v.03	transfer.v.02
triangulate.v.02	measure.v.01
negociate.v.02	transfer.v.05
break.v.16	change_state.v.01
praise.v.01	think.v.03
whiten.v.01	change.v.02
bong.v.01	cause_to_be_perceived.v.01
instill.v.02	connect.v.01
shrink.v.05	change_magnitude.v.01
restrengthen.v.01	strengthen.v.01
miscalculate.v.02	calculate.v.01
fasten.v.01	connect.v.01
crash.v.06	occupy.v.02
rest.v.07	inhere_in.v.01
block_out.v.04	elaborate.v.01
toilet-train.v.01	train.v.01
furlough.v.02	react.v.01
define.v.02	specify.v.02
hate.v.01	dislike.v.01
resume.v.03	take_office.v.01
top.v.05	supply.v.01
blanket_jam.v.01	end.v.02
honey.v.01	sweeten.v.01
spend.v.02	give.v.03
rustle.v.03	hunt.v.01
announce.v.04	interact.v.01
ulcerate.v.02	affect.v.02
comply.v.01	adjust.v.03
drool_over.v.01	adore.v.01
backpedal.v.03	evaluate.v.02
signify.v.03	act.v.01
hasp.v.01	fasten.v.01
annex.v.02	connect.v.01
give.v.41	inflict.v.01
checkrow.v.01	put.v.01
sail.v.03	boat.v.01
core.v.01	change.v.01
bat.v.02	act.v.02
bedew.v.01	change.v.01
instrument.v.03	label.v.01
tread.v.05	give.v.20
pigment.v.02	change.v.01
sheathe.v.03	enter.v.01
entangle.v.01	react.v.01
stand_up.v.05	state.v.01
range_in.v.01	position.v.01
buy.v.04	get.v.01
monologuize.v.01	act.v.01
ravel.v.01	order.v.05
champ.v.01	break.v.02
come_close.v.01	act.v.01
ferret.v.01	hound.v.01
sublimate.v.01	redirect.v.01
miscegenate.v.01	populate.v.01
boost_up.v.01	push.v.01
power-dive.v.01	travel.v.01
finger.v.04	inform.v.01
hail.v.04	come.v.01
reproduce.v.03	re-create.v.03
derequisition.v.01	release.v.08
smash.v.01	hit.v.03
make_peace.v.01	agree.v.01
balloon.v.02	expand.v.02
horse_around.v.01	interact.v.01
bullet_vote.v.01	denote.v.02
tout.v.01	declare.v.04
streamline.v.01	make.v.03
shrimp.v.01	catch.v.04
chaw.v.01	break_up.v.16
evert.v.01	turn.v.10
flute.v.01	fold.v.01
colorcast.v.01	interact.v.01
turn.v.06	travel.v.01
assume.v.06	take.v.21
occupy.v.02	be.v.03
target.v.01	move.v.02
glass.v.01	transfer.v.05
damp.v.02	restrain.v.01
porcelainize.v.01	coat.v.01
carry.v.37	obtain.v.01
triple.v.01	multiply.v.02
accept.v.02	get.v.01
drop_by.v.01	meet.v.02
rate.v.03	measure.v.04
thoriate.v.01	fill.v.01
contort.v.01	change.v.02
share.v.01	exist.v.01
dynamite.v.01	change.v.02
message.v.03	act.v.01
belay.v.01	fasten.v.01
revitalize.v.02	make.v.03
pinion.v.02	change.v.01
co-author.v.01	create_verbally.v.01
twist.v.09	denote.v.02
triplicate.v.01	produce.v.02
hoof.v.02	move.v.03
subject.v.01	affect.v.01
drop.v.21	change.v.02
climb.v.04	bend.v.01
dragoon.v.02	control.v.01
spritz.v.01	squirt.v.01
leave_no_stone_unturned.v.01	search.v.01
motorize.v.01	equip.v.01
hibernate.v.01	recumb.v.01
mill.v.03	cut.v.01
glue.v.02	attach.v.03
travesty.v.01	produce.v.02
preempt.v.02	supplant.v.01
acquit.v.01	evaluate.v.02
geyser.v.01	run.v.06
unfurl.v.01	change_surface.v.01
sabotage.v.01	act.v.01
whirl.v.02	move.v.03
tempt.v.01	transfer.v.02
refurbish.v.01	re-create.v.01
gag.v.06	indispose.v.03
concuss.v.02	change.v.01
assume.v.01	expect.v.01
flash.v.08	appear.v.02
caponize.v.01	treat.v.03
predigest.v.01	process.v.01
tease.v.06	order.v.05
blast.v.04	move.v.02
earn.v.02	get.v.01
gild_the_lily.v.01	change.v.01
leach.v.02	run.v.06
turn.v.04	move.v.02
allow.v.03	transfer.v.05
exemplify.v.01	tell.v.02
co-vary.v.01	vary.v.03
bless.v.03	gesticulate.v.01
synchronize.v.05	manipulate.v.02
stigmatize.v.02	mark.v.05
tin.v.03	coat.v.01
kick_back.v.02	move.v.03
reflate.v.04	balloon.v.02
swallow.v.05	evaluate.v.02
remit.v.07	change_magnitude.v.01
reshape.v.01	cause.v.01
crank.v.02	start.v.08
assign.v.08	think.v.03
foreground.v.01	communicate.v.02
twin.v.03	increase.v.01
mix.v.03	change_magnitude.v.01
gas_up.v.01	give.v.03
point.v.07	attach.v.01
commission.v.02	request.v.01
pipe.v.03	play.v.07
bump_up.v.01	raise.v.01
rough_in.v.01	make.v.03
unman.v.01	make.v.03
order.v.01	communicate.v.01
stool.v.01	request.v.02
thrash.v.06	touch.v.01
keep_in.v.01	confine.v.05
madder.v.01	color.v.01
drown.v.02	destroy.v.01
buckle.v.02	change.v.02
become.v.01	change.v.02
nick.v.01	separate.v.02
interstratify.v.01	move.v.02
numerate.v.02	communicate.v.02
whoop.v.01	shout.v.02
blow_up.v.02	change.v.01
jeer.v.01	tease.v.02
carry.v.08	effect.v.02
ask.v.01	communicate.v.02
act_as.v.01	match.v.01
tumble.v.08	drop.v.03
uproot.v.01	move.v.02
overburden.v.01	command.v.02
attest.v.01	inform.v.01
hope.v.01	desire.v.01
stratify.v.01	determine.v.03
step_out.v.01	move.v.03
hydrogen-bomb.v.01	attack.v.01
dice.v.02	compete.v.01
bury.v.03	move.v.02
fireproof.v.01	change.v.02
drape.v.01	move.v.02
ritualize.v.01	think.v.03
contract_out.v.02	react.v.01
deprive.v.03	worsen.v.01
heckle.v.01	change.v.01
tomahawk.v.01	move.v.02
tempt.v.03	stimulate.v.03
concrete.v.01	cover.v.01
allow.v.09	shave.v.03
page.v.01	convey.v.03
nosh.v.01	consume.v.02
boogie.v.01	dance.v.02
sluice.v.03	move.v.02
stall.v.06	stop.v.05
promote.v.02	appoint.v.02
skin_pop.v.01	inject.v.04
inject.v.03	put.v.01
make_a_point.v.01	act.v.01
descant.v.01	interact.v.01
flim-flam.v.01	deceive.v.01
blow_out.v.03	erupt.v.03
scramble.v.05	change.v.01
cry.v.04	interact.v.01
theologize.v.01	talk.v.02
cleat.v.01	transfer.v.05
raid.v.04	examine.v.02
finish.v.06	change.v.01
talc.v.01	powder.v.02
mow.v.01	move.v.02
preach.v.01	communicate.v.02
backstitch.v.01	fasten.v.01
preform.v.02	create_from_raw_material.v.01
wonder.v.03	react.v.01
specialize.v.01	change.v.03
demilitarize.v.01	disarm.v.03
edge_in.v.01	travel.v.01
internalize.v.01	think.v.03
print.v.02	write.v.07
deploy.v.02	spread.v.01
bunk_off.v.01	cut.v.11
cramp.v.04	suffer.v.02
block_out.v.04	interact.v.01
call.v.27	think.v.01
plunder.v.03	take.v.21
answer.v.03	solve.v.01
write.v.10	make.v.03
sweat.v.01	exhaust.v.05
tell_off.v.01	note.v.01
carry.v.05	hold.v.10
deter.v.01	disapprove.v.02
spill_over.v.02	pour.v.02
necrose.v.01	worsen.v.01
foul_out.v.01	foul.v.01
resolve.v.06	think.v.03
lignify.v.01	change.v.01
segregate.v.01	discriminate.v.02
landscape.v.02	garden.v.01
overheat.v.01	change.v.02
defrock.v.01	divest.v.02
reshape.v.01	make.v.03
outspan.v.01	unharness.v.01
syncretize.v.01	change_integrity.v.01
gnaw.v.01	seize.v.01
resurface.v.02	coat.v.01
bulwark.v.01	defend.v.02
ignore.v.01	treat.v.01
sober.v.01	change.v.01
cartoon.v.01	make.v.03
rinse.v.01	wash.v.03
bowse.v.01	haul.v.01
pestle.v.01	change.v.02
arouse.v.07	stimulate.v.03
illustrate.v.02	represent.v.09
persuade.v.02	induce.v.02
control.v.02	suppress.v.04
ride_herd.v.01	ride.v.01
bandy.v.03	act.v.01
purl.v.05	embroider.v.01
masturbate.v.01	sensitize.v.02
fleer.v.01	communicate.v.02
bury.v.05	connect.v.01
rejuvenate.v.03	better.v.02
mainline.v.01	drug.v.02
forbid.v.01	command.v.02
seethe.v.03	emit.v.01
defile.v.01	change.v.01
derail.v.01	disobey.v.01
sit_in.v.02	refuse.v.01
brood.v.01	mind.v.02
conga.v.01	dance.v.02
victimize.v.03	cheat.v.01
bilk.v.01	cheat.v.01
delineate.v.03	draw.v.06
hurt.v.04	change.v.01
snowmobile.v.01	ride.v.02
localize.v.03	restrict.v.02
buy_off.v.01	bribe.v.01
discover.v.03	gestate.v.01
prim.v.03	dress.v.02
calcify.v.04	change.v.01
reprieve.v.01	wait.v.02
hire_out.v.01	give.v.03
slap.v.01	strike.v.01
suspend.v.02	change.v.01
crock.v.01	run.v.27
formularize.v.01	inform.v.01
collapse.v.01	change.v.02
underplay.v.02	play.v.01
computerize.v.01	transfer.v.05
regale.v.01	provide.v.02
henna.v.01	color.v.01
coerce.v.01	induce.v.02
puff.v.05	think.v.03
stave.v.01	transfer.v.05
reflect.v.07	inform.v.01
hollo.v.01	stimulate.v.03
engrave.v.03	produce.v.02
signpost.v.01	mark.v.02
chlorinate.v.02	change.v.01
badge.v.01	attach.v.01
ingratiate.v.01	act.v.01
hark.v.01	perceive.v.01
drop.v.06	express.v.02
drive.v.21	get.v.01
regenerate.v.09	better.v.02
backstitch.v.01	sew.v.01
heel.v.03	dance.v.02
inflame.v.05	change.v.02
scroll.v.01	move.v.07
answer.v.09	give.v.03
sow.v.01	move.v.02
get_along_with.v.01	relate.v.05
skid.v.02	move.v.02
address.v.04	put.v.01
typify.v.01	act.v.01
inlay.v.01	change.v.01
cobble_together.v.01	make.v.03
invigilate.v.01	watch.v.02
floss.v.01	fancify.v.01
send_a_message.v.01	communicate.v.01
calibrate.v.02	tag.v.01
enclose.v.03	touch.v.05
baffle.v.03	inhibit.v.04
foreshorten.v.02	change.v.01
integrate.v.01	change.v.01
catalogue.v.02	compose.v.04
derate.v.01	lower.v.02
typify.v.02	inform.v.01
mistreat.v.01	treat.v.01
foul_out.v.01	propel.v.01
trump.v.04	announce.v.01
click.v.02	sound.v.02
enrobe.v.02	change.v.02
vouchsafe.v.01	allow.v.03
debut.v.01	introduce.v.02
tidy.v.01	move.v.02
deal.v.13	interact.v.01
synchronize.v.06	align.v.01
talk_out_of.v.01	rede.v.02
agitate.v.02	affect.v.05
yield.v.01	supply.v.01
dampen.v.05	change.v.01
roller_skate.v.01	glide.v.01
regress.v.03	worsen.v.01
spangle.v.01	glitter.v.01
tuck.v.02	change.v.02
rejuvenate.v.01	ask.v.02
rout_out.v.02	move.v.02
doubt.v.01	think.v.03
unsolder.v.01	separate.v.12
handbuild.v.01	create_from_raw_material.v.01
disharmonize.v.01	change.v.01
thunder.v.02	talk.v.02
doctor.v.02	treat.v.03
program.v.01	think.v.03
decompose.v.03	decay.v.03
tan.v.01	change.v.01
jam.v.05	malfunction.v.01
claim.v.05	necessitate.v.01
sprint.v.01	travel.v.01
debrief.v.01	address.v.01
pole.v.02	hold.v.10
poniard.v.01	hurt.v.02
descant_on.v.01	interact.v.01
lock_in.v.01	suppress.v.04
look_down_on.v.01	dislike.v.01
guarantee.v.01	state.v.01
warn.v.01	inform.v.01
tide_over.v.01	satisfy.v.01
mistake.v.01	identify.v.06
zest.v.01	season.v.01
flame.v.02	change.v.02
suggest.v.03	express.v.01
decamp.v.01	leave.v.01
territorialize.v.03	increase.v.02
stuff.v.01	move.v.02
dry-nurse.v.01	help.v.01
replay.v.04	compete.v.01
sizzle.v.03	sear.v.01
jar.v.05	put.v.01
exfoliate.v.05	increase.v.01
destalinize.v.01	change.v.01
ventilate.v.02	affect.v.01
certify.v.04	act.v.01
freckle.v.02	mark.v.05
rag.v.06	change.v.02
drop.v.03	change.v.02
prospect.v.02	analyze.v.01
trap.v.02	get.v.01
hibernate.v.01	lie.v.02
quilt.v.02	make.v.15
lyophilize.v.01	create_from_raw_material.v.01
wash.v.13	better.v.02
get.v.28	displease.v.01
fret.v.05	annoy.v.01
tolerate.v.02	evaluate.v.02
strip.v.09	change.v.02
spirit_away.v.01	remove.v.01
profess.v.06	promise.v.01
buffet.v.01	strike.v.01
shorten.v.04	change_magnitude.v.01
fluctuate.v.03	change.v.02
restrict.v.03	control.v.02
shellac.v.01	cover.v.01
bevel.v.01	cut.v.01
clog.v.05	unify.v.01
integrate.v.03	change.v.02
gibber.v.02	utter.v.02
commentate.v.02	communicate.v.02
hitch.v.05	connect.v.01
compound.v.03	account.v.02
give.v.38	submit.v.01
move.v.16	declare.v.01
dicker.v.01	interact.v.01
worry.v.05	move.v.02
spin-dry.v.01	change.v.01
burn_off.v.01	transfer.v.05
outcall.v.01	compete.v.01
keratinize.v.01	change.v.01
precook.v.01	make.v.03
dip.v.10	dunk.v.01
suspend.v.01	connect.v.01
dive.v.03	travel.v.01
bribe.v.01	pay.v.01
imply.v.02	communicate.v.02
stipulate.v.01	state.v.01
cup.v.02	move.v.02
hail.v.03	order.v.01
horse_around.v.01	communicate.v.02
vaticinate.v.02	think.v.03
sporulate.v.01	make.v.03
perturb.v.02	send.v.01
brisk.v.01	change.v.02
harvest.v.02	remove.v.01
size.v.02	reason.v.03
freeze.v.08	deny.v.04
resettle.v.01	settle.v.04
munition.v.01	supply.v.01
entrance.v.02	change.v.01
block_out.v.01	think.v.03
litigate.v.01	ask.v.02
shade.v.04	change.v.01
dial.v.01	touch.v.01
overspend.v.02	spend.v.02
gas_up.v.01	supply.v.01
explicate.v.02	speculate.v.01
starve.v.05	have.v.01
draw_out.v.01	act.v.01
turn.v.09	move.v.03
exhilarate.v.01	make.v.03
fee-tail.v.01	bequeath.v.01
call.v.20	argue.v.02
match.v.03	connect.v.01
charge.v.06	charge.v.02
callous.v.01	change.v.01
broach.v.01	hash_out.v.01
adjure.v.02	charge.v.18
signalize.v.03	indicate.v.02
exemplify.v.01	typify.v.02
suture.v.01	seam.v.01
crumble.v.01	change.v.02
rig_up.v.01	join.v.02
bowl.v.01	wheel.v.03
ask.v.02	transfer.v.02
quarter.v.03	separate.v.12
alcoholize.v.02	impregnate.v.02
manifest.v.02	have.v.01
narcotize.v.01	drug.v.01
overgrow.v.03	change_magnitude.v.01
walk.v.07	join.v.01
fray.v.01	break.v.42
foster.v.03	stimulate.v.03
tease.v.01	torment.v.02
gallop.v.01	ride.v.01
condition.v.05	cleanse.v.01
bed.v.03	put.v.01
picture.v.02	re-create.v.01
firm_up.v.01	arrange.v.02
rail.v.08	fish.v.02
fence.v.01	enclose.v.03
thud.v.01	cause_to_be_perceived.v.01
reignite.v.01	ignite.v.01
grin.v.01	smile.v.01
document.v.02	confirm.v.01
croquet.v.01	move.v.02
bounce.v.03	travel.v.01
stick.v.15	force.v.04
nick.v.04	copulate.v.01
dwindle.v.01	change_magnitude.v.01
whittle_away.v.01	damage.v.01
mythicize.v.01	understand.v.01
rattle_down.v.01	repeat.v.04
shelter.v.02	transfer.v.05
typify.v.02	tell.v.02
possess.v.03	influence.v.01
shirk.v.02	avoid.v.01
freight.v.02	charge.v.08
winnow.v.01	separate.v.05
unwire.v.01	undo.v.01
rubricate.v.02	change.v.02
tie-dye.v.01	change.v.02
enrich.v.02	change_magnitude.v.01
make.v.45	change.v.01
redeposit.v.02	fasten.v.01
declare.v.03	affirm.v.02
declare.v.07	state.v.01
proportion.v.01	harmonize.v.04
shake.v.07	leave.v.01
trespass.v.01	interact.v.01
skewer.v.01	penetrate.v.01
fall_back.v.03	withdraw.v.01
mutiny.v.01	reject.v.01
cripple.v.01	change.v.01
lead.v.05	induce.v.02
reef.v.02	roll_up.v.01
cast_about.v.01	analyze.v.01
gnarl.v.01	change.v.02
clear.v.10	communicate.v.02
confer.v.02	assign.v.02
cloud.v.03	billow.v.01
take_down.v.02	make.v.03
send_in.v.01	transmit.v.04
gain.v.07	change_magnitude.v.01
drive.v.05	induce.v.02
bear_up.v.01	digest.v.03
browse.v.03	search.v.01
rescale.v.01	resize.v.01
kibitz.v.01	express.v.02
nose.v.06	get_the_better_of.v.01
marshal.v.01	move.v.02
remember.v.07	think.v.03
stiffen.v.03	inhibit.v.04
uncork.v.01	let_go_of.v.01
press.v.06	crowd.v.03
insufflate.v.03	exhale.v.01
zero.v.02	change.v.01
cast_off.v.02	connect.v.01
heave.v.01	utter.v.02
consternate.v.01	arouse.v.01
solicit.v.05	transfer.v.02
beckon.v.03	summon.v.02
plumb.v.03	explore.v.03
live_it_up.v.01	delight.v.02
accommodate.v.03	give.v.03
dissolve.v.02	change.v.02
restrain.v.04	inhibit.v.04
swing.v.05	touch.v.01
mature.v.02	evaluate.v.02
tag.v.05	create_verbally.v.01
run_away.v.02	escape.v.01
vamp.v.03	chat_up.v.01
ascend.v.03	take_office.v.01
subsidize.v.01	transfer.v.05
threaten.v.03	tell.v.02
scarify.v.01	enter.v.01
call.v.24	communicate.v.01
regale.v.01	give.v.03
push.v.08	deal.v.06
roll.v.01	turn.v.01
turn_a_nice_dime.v.01	gain.v.08
anthologize.v.01	create_from_raw_material.v.01
charcoal.v.01	re-create.v.01
salt.v.04	make.v.03
bring_out.v.04	impart.v.01
eliminate.v.03	kill.v.01
kid.v.02	interact.v.01
ask_for_it.v.01	continue.v.03
call.v.26	communicate.v.02
allude.v.01	convey.v.01
drive.v.11	communicate.v.02
doodle.v.01	represent.v.09
voodoo.v.01	control.v.01
style.v.03	act.v.01
foreclose.v.02	reclaim.v.01
lock_in.v.01	forget.v.01
corrode.v.01	damage.v.01
give.v.41	communicate.v.02
initiate.v.03	permit.v.01
dissolve.v.08	change.v.02
undulate.v.04	change.v.02
certificate.v.02	react.v.01
hold_the_line.v.01	keep.v.07
inflate.v.04	reduce.v.01
batfowl.v.01	capture.v.06
deify.v.01	evaluate.v.02
broaden.v.01	change.v.01
pretend.v.03	move.v.02
foment.v.02	cleanse.v.01
arrogate.v.02	claim.v.02
metamorphose.v.01	change.v.02
bate.v.02	move.v.02
crump.v.03	explode.v.02
seine.v.01	take.v.04
mix.v.05	change.v.01
lounge.v.01	sit.v.01
connect.v.11	hit.v.01
remonstrate.v.02	inform.v.01
yoke.v.02	connect.v.01
sound_off.v.02	re-create.v.01
brush.v.04	move.v.03
dun.v.03	create_from_raw_material.v.01
whine.v.01	travel.v.01
take.v.15	change.v.02
manhandle.v.01	touch.v.01
prompt.v.02	induce.v.02
wash.v.10	erode.v.02
score.v.04	make.v.03
come_out_of_the_closet.v.01	unwrap.v.02
tender.v.04	change.v.01
cork.v.01	close.v.15
blaspheme.v.02	act.v.01
rekindle.v.01	kindle.v.02
blast.v.01	cause_to_be_perceived.v.01
delineate.v.05	communicate.v.02
arrange.v.07	control.v.01
coalesce.v.02	integrate.v.03
scrub.v.02	wash.v.02
misdo.v.01	cause.v.01
message.v.01	convey.v.03
preach.v.02	hash_out.v.01
photostat.v.01	produce.v.02
repudiate.v.03	act.v.01
piggyback.v.03	haul.v.02
bathe.v.01	cleanse.v.01
visa.v.01	endorse.v.04
wolf.v.01	eat.v.02
bugle.v.01	play.v.06
build_in.v.01	compound.v.05
madden.v.03	anger.v.01
bless.v.03	communicate.v.02
refer.v.04	move.v.02
imply.v.02	inform.v.01
whiff.v.03	strike_out.v.02
underproduce.v.01	produce.v.02
swelter.v.01	suffer.v.08
dip.v.04	change.v.02
execute.v.04	enforce.v.01
sign.v.02	authorize.v.01
singularize.v.01	act.v.01
soup.v.01	dope.v.03
litigate.v.01	request.v.01
advance.v.10	transfer.v.05
trephine.v.01	treat.v.03
volatilize.v.01	change.v.01
demonize.v.01	change.v.01
call.v.20	challenge.v.01
prey.v.01	use.v.01
festoon.v.01	change.v.01
seem.v.04	appear.v.04
unteach.v.02	act.v.01
begin.v.06	be.v.01
tag.v.03	designate.v.01
debate.v.01	hash_out.v.01
circle.v.02	travel.v.01
give_away.v.03	pass.v.05
barnstorm.v.01	perform.v.03
float.v.04	test.v.01
draw_up.v.01	make.v.03
express.v.04	denote.v.02
reheat.v.01	change.v.01
blaze.v.05	tell.v.02
deconstruct.v.01	interact.v.01
paw.v.01	scrape.v.01
coach.v.01	inform.v.01
drowse.v.02	lie.v.02
derequisition.v.01	transfer.v.05
cradle.v.06	play.v.01
top_out.v.03	reach.v.01
scull.v.01	ride.v.02
devolve.v.03	change_state.v.01
kern.v.01	supply.v.01
single.v.01	hit.v.01
yield.v.13	act.v.01
erupt.v.02	change_magnitude.v.01
potentiate.v.01	change_magnitude.v.01
steep.v.02	soak.v.08
smock.v.01	decorate.v.01
build.v.04	better.v.02
discolor.v.03	change.v.02
invest.v.01	transfer.v.05
hog-tie.v.01	restrain.v.03
reconstruct.v.01	think.v.03
stet.v.02	transfer.v.02
spin.v.02	stream.v.05
frown.v.01	interact.v.01
ankylose.v.02	develop.v.10
commingle.v.01	change.v.01
vocalize.v.02	sing.v.02
go.v.25	be.v.03
vegetate.v.04	change.v.02
bring_in.v.05	impart.v.03
hold_down.v.01	keep.v.03
shout.v.02	utter.v.02
convene.v.01	interact.v.01
drain.v.01	move.v.03
draw.v.33	change.v.01
quote.v.02	express.v.02
jacket.v.02	change_state.v.01
blacklead.v.01	cover.v.01
subside.v.03	travel.v.01
scale_up.v.01	proportion.v.02
cross_oneself.v.01	interact.v.01
mortise.v.01	move.v.02
cheat_on.v.01	interact.v.01
prevail.v.04	win.v.01
abandon.v.01	discard.v.01
investigate.v.02	investigate.v.01
demand.v.06	transfer.v.02
commune.v.02	covenant.v.02
hop_out.v.01	move.v.03
microcopy.v.01	produce.v.02
beckon.v.01	gesticulate.v.01
attest.v.02	affirm.v.02
double-team.v.01	cover.v.12
pull.v.10	row.v.01
rear.v.01	change_posture.v.01
seduce.v.02	provoke.v.03
arouse.v.06	move.v.03
pamper.v.01	treat.v.01
reappraise.v.01	think.v.03
spot_promote.v.01	appoint.v.02
block_out.v.01	lay_out.v.05
officiate.v.01	act.v.01
overexpose.v.02	subject.v.01
get_on.v.05	air.v.02
flush.v.07	water.v.01
buoy.v.03	inform.v.01
sermonize.v.01	talk.v.02
audition.v.01	make.v.03
braise.v.01	change_integrity.v.01
deprive.v.01	take.v.08
chop.v.04	strike.v.01
call_in.v.01	transfer.v.02
taper.v.01	change.v.02
string.v.07	change.v.01
hook.v.10	propel.v.01
integrate.v.01	mix.v.05
bate.v.01	restrain.v.01
glycerolize.v.01	put.v.01
vocalize.v.02	talk.v.02
magnify.v.01	enlarge.v.03
ambulate.v.01	travel.v.01
mineralize.v.02	change.v.01
hew.v.01	cut.v.01
grey.v.02	discolor.v.03
wag.v.01	move.v.03
strip.v.11	remove.v.01
launch.v.02	move.v.02
appreciate.v.05	measure.v.04
bereave.v.01	deprive.v.01
seed.v.01	spill.v.03
racket.v.02	sound.v.02
gag.v.01	hush.v.02
serve.v.03	make.v.03
